Building,Room,Date/Time
Dod,204,4/11/19 10:52 AM
Dod,205,4/11/19 10:54 AM
1903,111,4/11/19 10:59 AM
Dod,201,4/11/19 11:01 AM
Pyne,114,4/11/19 11:09 AM
Henry,116,4/11/19 11:16 AM
Scully,166,4/11/19 11:19 AM
Dod,102N,4/11/19 11:21 AM
1903,135,4/11/19 11:23 AM
Dod,101,4/11/19 11:41 AM
Patton,082,4/11/19 11:49 AM
Scully,164,4/11/19 11:56 AM
Lockhart,214,4/11/19 12:10 PM
Pyne,115,4/11/19 12:16 PM
Pyne,125,4/11/19 12:17 PM
Pyne,116,4/11/19 12:17 PM
Scully,172,4/11/19 12:18 PM
Lockhart,221,4/11/19 12:19 PM
Dod,101S,4/11/19 12:20 PM
Scully,170,4/11/19 12:20 PM
Dod,114,4/11/19 12:22 PM
Pyne,132,4/11/19 12:24 PM
Scully,174,4/11/19 12:27 PM
Scully,272,4/11/19 12:30 PM
Scully,367,4/11/19 12:30 PM
Henry,103,4/11/19 12:31 PM
Scully,274,4/11/19 12:35 PM
Patton,084,4/11/19 12:37 PM
Patton,085,4/11/19 12:38 PM
Lockhart,225,4/11/19 12:40 PM
Little,A28,4/11/19 12:42 PM
Lockhart,242,4/11/19 12:44 PM
Pyne,121,4/11/19 12:49 PM
Dod,102,4/11/19 12:50 PM
Dod,105,4/11/19 12:52 PM
Dod,104,4/11/19 12:52 PM
Dod,116,4/11/19 12:57 PM
Lockhart,211,4/11/19 12:58 PM
Dod,102S,4/11/19 12:59 PM
Dod,117,4/11/19 12:59 PM
Dod,112,4/11/19 1:00 PM
Pyne,124,4/11/19 1:06 PM
Dod,211,4/11/19 1:06 PM
Patton,070,4/11/19 1:09 PM
Little,A24,4/11/19 1:10 PM
Dod,107,4/11/19 1:10 PM
Dod,212,4/11/19 1:11 PM
Dod,202,4/11/19 1:13 PM
Dod,200,4/11/19 1:14 PM
Lockhart,301,4/11/19 1:23 PM
Lockhart,303,4/11/19 1:23 PM
Pyne,113,4/11/19 1:25 PM
Henry,102,4/11/19 1:31 PM
Lockhart,222,4/11/19 1:33 PM
Pyne,131,4/11/19 1:33 PM
Lockhart,325,4/11/19 1:35 PM
Lockhart,323,4/11/19 1:45 PM
Pyne,122,4/11/19 1:49 PM
Pyne,123,4/11/19 1:49 PM
1903,132,4/11/19 1:49 PM
Pyne,133,4/11/19 1:50 PM
Pyne,214,4/11/19 1:54 PM
Patton,T01,4/11/19 1:56 PM
Pyne,212,4/11/19 1:56 PM
Pyne,134,4/11/19 1:59 PM
Little,A16,4/11/19 2:05 PM
Little,A38,4/11/19 2:21 PM
Dod,103,4/11/19 3:31 PM
Little,A20,4/11/19 4:05 PM
1903,123,4/11/19 4:07 PM
Wilf,E405,4/11/19 4:08 PM
Patton,081,4/11/19 4:11 PM
Lockhart,201,4/11/19 4:16 PM
Lockhart,231,4/11/19 4:18 PM
Wilf,E402,4/11/19 4:21 PM
Lockhart,232,4/11/19 4:29 PM
Dod,113,4/11/19 4:46 PM
Pyne,142,4/11/19 4:48 PM
Little,A10,4/11/19 5:03 PM
Wendell,B407,4/12/19 10:01 AM
Wendell,C207,4/12/19 10:03 AM
1976,D204,4/12/19 10:03 AM
Bloomberg,309,4/12/19 10:05 AM
Bloomberg,311,4/12/19 10:05 AM
1981,F201,4/12/19 10:09 AM
Fisher,A303,4/12/19 10:10 AM
Fisher,A323,4/12/19 10:10 AM
Little,062,4/12/19 10:10 AM
Bloomberg,451,4/12/19 10:11 AM
Blair,B71,4/12/19 10:13 AM
Edwards,113,4/12/19 10:15 AM
Wilf,E103,4/12/19 10:15 AM
Little,055,4/12/19 10:16 AM
Bloomberg,275,4/12/19 10:16 AM
Bloomberg,273,4/12/19 10:17 AM
Bloomberg,192,4/12/19 10:18 AM
Hargadon,G304B,4/12/19 10:19 AM
Bogle,C203,4/12/19 10:22 AM
Lauritzen,D314,4/12/19 10:24 AM
Little,047,4/12/19 10:26 AM
1967,B309,4/12/19 10:28 AM
1967,B305,4/12/19 10:29 AM
Little,395,4/12/19 10:29 AM
Edwards,513,4/12/19 10:31 AM
Fisher,A314,4/12/19 10:31 AM
Bloomberg,381,4/12/19 10:32 AM
Wendell,B418,4/12/19 10:33 AM
Bloomberg,124,4/12/19 10:36 AM
Baker,S305,4/12/19 10:38 AM
Bloomberg,111,4/12/19 10:38 AM
Joline,225,4/12/19 10:38 AM
Baker,E113,4/12/19 10:40 AM
1976,D114,4/12/19 10:41 AM
Murley-Pivirotto,T403,4/12/19 10:48 AM
1976,D304,4/12/19 10:48 AM
Little,087,4/12/19 10:49 AM
Bloomberg,314,4/12/19 10:50 AM
Wendell,B421,4/12/19 10:51 AM
Little,385,4/12/19 10:52 AM
Blair,B52,4/12/19 10:54 AM
Bloomberg,379,4/12/19 10:55 AM
Wendell,B216,4/12/19 10:55 AM
Wendell,B312,4/12/19 10:55 AM
Wendell,B316,4/12/19 10:56 AM
Bloomberg,474,4/12/19 10:58 AM
Bloomberg,326,4/12/19 10:59 AM
Hargadon,G203B,4/12/19 11:00 AM
Baker,S104,4/12/19 11:01 AM
Bloomberg,430,4/12/19 11:04 AM
Bloomberg,277,4/12/19 11:12 AM
Little,318,4/12/19 11:12 AM
Bloomberg,361,4/12/19 11:14 AM
1967,B209,4/12/19 11:14 AM
Baker,S204,4/12/19 11:17 AM
Bogle,C105,4/12/19 11:17 AM
Fisher,A105,4/12/19 11:18 AM
Bloomberg,269,4/12/19 11:20 AM
Bogle,C103,4/12/19 11:21 AM
Bloomberg,281,4/12/19 11:30 AM
Little,303,4/12/19 11:31 AM
Baker,E217,4/12/19 11:32 AM
Wendell,B410,4/12/19 11:34 AM
Little,302,4/12/19 11:35 AM
Hargadon,G311,4/12/19 11:38 AM
Baker,S205,4/12/19 11:44 AM
Hargadon,G309,4/12/19 11:46 AM
Lauritzen,D304,4/12/19 11:48 AM
Lauritzen,D306,4/12/19 11:48 AM
1981,F225,4/12/19 11:51 AM
Bloomberg,479,4/12/19 11:56 AM
Little,393,4/12/19 11:58 AM
Little,389,4/12/19 12:02 PM
Baker,S203,4/12/19 12:03 PM
Wendell,B212,4/12/19 12:08 PM
Edwards,111,4/12/19 12:16 PM
Fisher,A201,4/12/19 12:17 PM
Wendell,B419,4/12/19 12:17 PM
Bloomberg,467,4/12/19 12:18 PM
Bloomberg,334,4/12/19 12:25 PM
Bloomberg,307,4/12/19 12:26 PM
Bloomberg,305,4/12/19 12:26 PM
Baker,S303,4/12/19 12:28 PM
1981,F303,4/12/19 12:29 PM
Little,057,4/12/19 12:32 PM
Wendell,C208,4/12/19 12:38 PM
Bloomberg,401,4/12/19 12:38 PM
Hamilton,221,4/12/19 12:44 PM
Fisher,A225,4/12/19 12:49 PM
Wendell,C202,4/12/19 12:49 PM
Wendell,C210,4/12/19 12:51 PM
Wilf,E306,4/12/19 12:52 PM
Wendell,B417,4/12/19 12:53 PM
1967,B205,4/12/19 12:55 PM
Bloomberg,349,4/12/19 1:02 PM
Bloomberg,342,4/12/19 1:02 PM
Little,085,4/12/19 1:02 PM
Little,391,4/12/19 1:05 PM
Bloomberg,303,4/12/19 1:11 PM
Bloomberg,301,4/12/19 1:11 PM
1976,D314,4/12/19 1:20 PM
1976,D316,4/12/19 1:23 PM
Bloomberg,226,4/12/19 1:39 PM
Edwards,504,4/12/19 1:42 PM
Bloomberg,348,4/12/19 1:42 PM
Bloomberg,357,4/12/19 1:43 PM
Bloomberg,227,4/12/19 1:53 PM
Bloomberg,346,4/12/19 1:59 PM
Wilf,E206,4/12/19 2:01 PM
Bloomberg,302,4/12/19 2:17 PM
Patton,090,4/12/19 2:36 PM
Edwards,507,4/12/19 3:40 PM
Edwards,508,4/12/19 3:47 PM
Edwards,514,4/13/19 11:46 PM
Edwards,110,4/15/19 10:00 AM
Edwards,106,4/15/19 10:01 AM
Wilf,E203,4/15/19 10:07 AM
Wilf,E201,4/15/19 10:07 AM
Wilf,E208,4/15/19 10:07 AM
Blair,114,4/15/19 10:11 AM
Edwards,502,4/15/19 10:11 AM
Bloomberg,310,4/15/19 10:14 AM
Little,048,4/15/19 10:14 AM
Yoseloff,A107,4/15/19 10:15 AM
Baker,E309,4/15/19 10:15 AM
Bloomberg,308,4/15/19 10:15 AM
Bloomberg,306,4/15/19 10:15 AM
Joline,212,4/15/19 10:17 AM
Joline,235,4/15/19 10:17 AM
Bloomberg,304,4/15/19 10:19 AM
Hargadon,G301,4/15/19 10:20 AM
Fisher,A308,4/15/19 10:22 AM
Fisher,A312,4/15/19 10:22 AM
Fisher,A310,4/15/19 10:22 AM
Wendell,C211,4/15/19 10:23 AM
Wendell,C209,4/15/19 10:25 AM
Fisher,A101,4/15/19 10:26 AM
Wendell,C214,4/15/19 10:26 AM
Bloomberg,459,4/15/19 10:27 AM
Baker,E307,4/15/19 10:27 AM
Baker,E305,4/15/19 10:27 AM
Blair,082,4/15/19 10:29 AM
Little,311,4/15/19 10:31 AM
Joline,213,4/15/19 10:32 AM
Lauritzen,D206,4/15/19 10:33 AM
Baker,E215,4/15/19 10:34 AM
Joline,412,4/15/19 10:34 AM
Edwards,512,4/15/19 10:35 AM
Bloomberg,340,4/15/19 10:37 AM
Yoseloff,A205,4/15/19 10:39 AM
Yoseloff,A207,4/15/19 10:39 AM
Fisher,A318,4/15/19 10:40 AM
Wendell,B409,4/15/19 10:41 AM
Little,305,4/15/19 10:43 AM
1981,F301,4/15/19 10:45 AM
Bloomberg,408,4/15/19 10:47 AM
Bloomberg,481,4/15/19 10:48 AM
Wendell,B210,4/15/19 10:52 AM
Bloomberg,456,4/15/19 10:53 AM
Joline,422,4/15/19 10:54 AM
Wilf,E301,4/15/19 10:57 AM
Wilf,E303,4/15/19 10:57 AM
Bloomberg,112,4/15/19 11:00 AM
Fisher,A316,4/15/19 11:01 AM
1981,F104,4/15/19 11:01 AM
Hargadon,G405,4/15/19 11:04 AM
Little,387,4/15/19 11:05 AM
Bloomberg,449,4/15/19 11:07 AM
Bloomberg,327,4/15/19 11:07 AM
Wilf,E108,4/15/19 11:07 AM
Bloomberg,461,4/15/19 11:09 AM
Bloomberg,463,4/15/19 11:09 AM
Wilf,E107,4/15/19 11:09 AM
Little,309,4/15/19 11:10 AM
Little,307,4/15/19 11:10 AM
Edwards,107,4/15/19 11:11 AM
Bloomberg,279,4/15/19 11:12 AM
Wilf,E308,4/15/19 11:12 AM
1981,F027,4/15/19 11:12 AM
Bloomberg,359,4/15/19 11:15 AM
Bloomberg,369,4/15/19 11:19 AM
Wendell,C216,4/15/19 11:21 AM
Bloomberg,403,4/15/19 11:22 AM
Bloomberg,274,4/15/19 11:22 AM
Bloomberg,344,4/15/19 11:22 AM
Bloomberg,278,4/15/19 11:23 AM
Bloomberg,402,4/15/19 11:23 AM
Bloomberg,404,4/15/19 11:23 AM
Bloomberg,409,4/15/19 11:26 AM
Baker,E310,4/15/19 11:27 AM
Baker,E224,4/15/19 11:27 AM
Bloomberg,350,4/15/19 11:29 AM
Edwards,505,4/15/19 11:29 AM
1981,F107,4/15/19 11:29 AM
Bloomberg,271,4/15/19 11:31 AM
Bloomberg,469,4/15/19 11:31 AM
Bloomberg,336,4/15/19 11:32 AM
Bloomberg,427,4/15/19 11:32 AM
Bloomberg,425,4/15/19 11:32 AM
Edwards,105,4/15/19 11:33 AM
Fisher,A321,4/15/19 11:35 AM
Fisher,A317,4/15/19 11:35 AM
Bloomberg,316,4/15/19 11:37 AM
Edwards,103,4/15/19 11:38 AM
1981,F102,4/15/19 11:40 AM
Edwards,116,4/15/19 11:41 AM
1981,F305,4/15/19 11:45 AM
Bloomberg,436,4/15/19 11:46 AM
Hamilton,121,4/15/19 11:46 AM
Hargadon,G203A,4/15/19 11:48 AM
Edwards,114,4/15/19 11:49 AM
Bloomberg,407,4/15/19 11:49 AM
Hargadon,G304A,4/15/19 11:51 AM
Edwards,101,4/15/19 11:53 AM
Bloomberg,343,4/15/19 11:54 AM
Wendell,C215,4/15/19 11:54 AM
Wendell,B426,4/15/19 11:56 AM
Little,327,4/15/19 11:56 AM
1981,F017,4/15/19 11:56 AM
Wendell,B424,4/15/19 11:57 AM
Blair,B73,4/15/19 12:00 PM
Bloomberg,378,4/15/19 12:01 PM
Bloomberg,324,4/15/19 12:02 PM
Bloomberg,406,4/15/19 12:05 PM
Bloomberg,405,4/15/19 12:05 PM
Baker,E308,4/15/19 12:05 PM
Joline,311,4/15/19 12:07 PM
Edwards,112,4/15/19 12:08 PM
1981,F101,4/15/19 12:11 PM
Bloomberg,457,4/15/19 12:11 PM
Fisher,A114,4/15/19 12:11 PM
Hargadon,G407A,4/15/19 12:13 PM
Bloomberg,229,4/15/19 12:15 PM
1915,625,4/15/19 12:17 PM
1981,F227,4/15/19 12:19 PM
Bloomberg,318,4/15/19 12:21 PM
Hargadon,G306,4/15/19 12:21 PM
Wendell,C206,4/15/19 12:22 PM
Blair,B83,4/15/19 12:22 PM
Wendell,C213,4/15/19 12:23 PM
Bloomberg,445,4/15/19 12:26 PM
Joline,332,4/15/19 12:28 PM
Bloomberg,441,4/15/19 12:29 PM
Baker,E120,4/15/19 12:30 PM
Edwards,509,4/15/19 12:31 PM
Bloomberg,320,4/15/19 12:32 PM
Bloomberg,322,4/15/19 12:32 PM
Hargadon,G205,4/15/19 12:34 PM
Joline,312,4/15/19 12:38 PM
1981,F121,4/15/19 12:39 PM
Baker,E118,4/15/19 12:42 PM
Baker,E207,4/15/19 12:43 PM
Baker,E221,4/15/19 12:46 PM
Edwards,506,4/15/19 12:50 PM
Little,313,4/15/19 12:51 PM
Edwards,503,4/15/19 12:53 PM
Joline,433,4/15/19 12:54 PM
Edwards,511,4/15/19 12:56 PM
Edwards,501,4/15/19 12:57 PM
Baker,E125,4/15/19 12:57 PM
Edwards,510,4/15/19 12:59 PM
Lauritzen,D312,4/15/19 12:59 PM
Little,083,4/15/19 1:05 PM
Blair,B51,4/15/19 1:06 PM
Blair,B53,4/15/19 1:06 PM
1981,F226,4/15/19 1:07 PM
Joline,333,4/15/19 1:07 PM
1981,F228,4/15/19 1:07 PM
Baker,E109,4/15/19 1:08 PM
Little,015,4/15/19 1:09 PM
Baker,E423,4/15/19 1:26 PM
Baker,E123,4/15/19 1:32 PM
Baker,E425,4/15/19 1:35 PM
1981,F025,4/15/19 1:36 PM
Walker,327,4/16/19 10:01 AM
Walker,319,4/16/19 10:08 AM
1927,131,4/16/19 10:08 AM
Walker,231,4/16/19 10:10 AM
Walker,324,4/16/19 10:11 AM
Walker,223,4/16/19 10:11 AM
Walker,213,4/16/19 10:12 AM
Walker,304,4/16/19 10:12 AM
Gauss,101,4/16/19 10:19 AM
1939,115,4/16/19 10:22 AM
1938,215,4/16/19 10:24 AM
Clapp,212,4/16/19 10:24 AM
1939,343,4/16/19 10:33 AM
1939,331,4/16/19 10:35 AM
Dodge,Hall,121 4/16/19 10:35 AM
Walker,214,4/16/19 10:37 AM
Clapp,232,4/16/19 10:37 AM
Walker,123,4/16/19 10:38 AM
1939,232,4/16/19 10:44 AM
1939,228,4/16/19 10:44 AM
1939,335,4/16/19 10:46 AM
1939,126,4/16/19 10:47 AM
Dodge,Hall,202 4/16/19 10:48 AM
Walker,132,4/16/19 10:49 AM
1939,337,4/16/19 10:49 AM
Gauss,117,4/16/19 10:50 AM
Walker,331,4/16/19 10:51 AM
Clapp,201,4/16/19 10:51 AM
1927,122,4/16/19 11:05 AM
1937,122,4/16/19 11:05 AM
Clapp,202,4/16/19 11:05 AM
1939,338,4/16/19 11:12 AM
1939,339,4/16/19 11:12 AM
Gauss,115,4/16/19 11:13 AM
1927,135,4/16/19 11:14 AM
1937,121,4/16/19 11:15 AM
1927,112,4/16/19 11:16 AM
1927,121,4/16/19 11:22 AM
1927,111,4/16/19 11:24 AM
1927,132,4/16/19 11:29 AM
1938,214,4/16/19 11:29 AM
1937,226,4/16/19 11:30 AM
1938,225,4/16/19 11:31 AM
1939,222,4/16/19 11:34 AM
1937,131,4/16/19 11:36 AM
Dodge,Hall,224 4/16/19 11:38 AM
1938,222,4/16/19 11:44 AM
1938,211,4/16/19 11:46 AM
1938,212,4/16/19 11:48 AM
1937,201,4/16/19 11:48 AM
Feinberg,301,4/16/19 11:48 AM
Feinberg,302,4/16/19 11:49 AM
Gauss,134,4/16/19 11:59 AM
Gauss,114,4/16/19 12:00 PM
Clapp,231,4/16/19 12:00 PM
Walker,312,4/16/19 12:02 PM
Walker,332,4/16/19 12:04 PM
1927,133,4/16/19 12:04 PM
Feinberg,401,4/16/19 12:05 PM
1939,125,4/16/19 12:05 PM
Dodge,Hall,212 4/16/19 12:10 PM
1937,236,4/16/19 12:11 PM
1938,234,4/16/19 12:13 PM
1938,112,4/16/19 12:14 PM
1938,132,4/16/19 12:14 PM
Dodge,Hall,217 4/16/19 12:14 PM
Dodge,Hall,204 4/16/19 12:22 PM
1937,216,4/16/19 12:26 PM
1938,114,4/16/19 12:28 PM
1938,213,4/16/19 12:28 PM
Dodge,Hall,226 4/16/19 12:28 PM
1937,125,4/16/19 12:30 PM
1938,113,4/16/19 12:32 PM
1939,226,4/16/19 12:33 PM
1937,204,4/16/19 12:37 PM
1937,206,4/16/19 12:38 PM
1937,105,4/16/19 12:39 PM
1937,104,4/16/19 12:39 PM
Walker,301,4/16/19 12:40 PM
1937,205,4/16/19 12:49 PM
Walker,333,4/16/19 12:50 PM
1938,235,4/16/19 12:50 PM
1939,225,4/16/19 12:58 PM
Dodge,Hall,227 4/16/19 12:58 PM
1939,340,4/16/19 1:00 PM
1939,342,4/16/19 1:00 PM
1939,234,4/16/19 1:00 PM
Dodge,Hall,125 4/16/19 1:05 PM
Feinberg,402,4/16/19 1:10 PM
1938,233,4/16/19 1:12 PM
1939,233,4/16/19 1:18 PM
1939,341,4/16/19 1:25 PM
Gauss,112,4/16/19 1:29 PM
Dodge,Hall,124 4/16/19 1:30 PM
Gauss,111,4/16/19 1:30 PM
Gauss,131,4/16/19 1:30 PM
Gauss,113,4/16/19 1:30 PM
1937,203,4/16/19 1:31 PM
Dodge,Hall,201 4/16/19 1:31 PM
Dodge,Hall,123 4/16/19 1:32 PM
Dodge,Hall,223 4/16/19 1:32 PM
1937,214,4/16/19 1:41 PM
1937,215,4/16/19 1:41 PM
Dodge,Hall,222 4/16/19 1:54 PM
1937,126,4/16/19 1:54 PM
Dodge,Hall,216 4/16/19 1:57 PM
Gauss,132,4/16/19 1:57 PM
Dodge,Hall,126 4/16/19 2:00 PM
Dodge,Hall,213 4/16/19 2:07 PM
Dodge,Hall,203 4/16/19 2:16 PM
Walker,302,4/16/19 3:16 PM
Joline,334,4/17/19 10:03 AM
Joline,331,4/17/19 10:03 AM
Joline,234,4/17/19 10:03 AM
Little,381,4/17/19 10:07 AM
Blair,305,4/17/19 10:07 AM
Campbell,006A,4/17/19 10:14 AM
Blair,051,4/17/19 10:17 AM
Blair,B41,4/17/19 10:20 AM
Joline,214,4/17/19 10:21 AM
Joline,323,4/17/19 10:27 AM
Edwards,117,4/17/19 10:31 AM
Blair,B82,4/17/19 10:39 AM
Little,035,4/17/19 10:40 AM
Little,071,4/17/19 10:43 AM
Little,401,4/17/19 10:43 AM
Joline,231,4/17/19 10:50 AM
Little,077,4/17/19 10:50 AM
Edwards,515,4/17/19 10:58 AM
Edwards,102,4/17/19 10:58 AM
Edwards,115,4/17/19 10:58 AM
Little,321,4/17/19 11:04 AM
Blair,061,4/17/19 11:06 AM
Blair,B92,4/17/19 11:10 AM
Blair,B81,4/17/19 11:15 AM
Hamilton,324,4/17/19 11:18 AM
Campbell,052B,4/17/19 11:20 AM
Joline,313,4/17/19 11:21 AM
Campbell,052,4/17/19 11:22 AM
Little,074,4/17/19 11:26 AM
Campbell,052A,4/17/19 11:27 AM
Blair,045,4/17/19 11:37 AM
Blair,B91,4/17/19 11:39 AM
Campbell,062,4/17/19 11:41 AM
Campbell,063,4/17/19 11:42 AM
Campbell,061,4/17/19 11:43 AM
Blair,093,4/17/19 11:48 AM
Campbell,005B,4/17/19 11:55 AM
Blair,B61,4/17/19 11:58 AM
Blair,097,4/17/19 12:00 PM
Joline,223,4/17/19 12:02 PM
Blair,095,4/17/19 12:08 PM
Blair,098,4/17/19 12:17 PM
Little,063,4/17/19 12:22 PM
Little,013,4/17/19 12:25 PM
Joline,432,4/17/19 12:27 PM
Little,031,4/17/19 12:29 PM
Blair,B42,4/17/19 12:30 PM
Blair,B62,4/17/19 12:30 PM
Blair,084,4/17/19 12:32 PM
Blair,092,4/17/19 12:32 PM
Little,329,4/17/19 12:40 PM
Hamilton,124,4/17/19 12:55 PM
Little,073,4/17/19 12:57 PM
Little,301,4/17/19 1:17 PM
Little,051,4/17/19 1:41 PM
Little,033,4/17/19 1:56 PM
Blair,096,4/17/19 2:16 PM
Blair,302,4/17/19 2:28 PM
Little,081,4/17/19 2:33 PM
Little,053,4/17/19 2:37 PM
Blair,083,4/17/19 2:42 PM
Blair,091,4/18/19 9:23 AM
Witherspoon,006,4/18/19 10:01 AM
Holder,011,4/18/19 10:01 AM
Holder,076,4/18/19 10:02 AM
Holder,074,4/18/19 10:02 AM
Holder,012,4/18/19 10:02 AM
Holder,142,4/18/19 10:07 AM
Witherspoon,403,4/18/19 10:12 AM
Witherspoon,503,4/18/19 10:13 AM
Buyers,024,4/18/19 10:17 AM
Holder,088,4/18/19 10:20 AM
Witherspoon,121,4/18/19 10:21 AM
Holder,024,4/18/19 10:21 AM
Holder,022,4/18/19 10:22 AM
Witherspoon,222,4/18/19 10:23 AM
Witherspoon,417,4/18/19 10:27 AM
Holder,068,4/18/19 10:30 AM
Holder,027,4/18/19 10:31 AM
Holder,079,4/18/19 10:31 AM
Witherspoon,317,4/18/19 10:35 AM
Campbell,013,4/18/19 10:38 AM
Holder,115,4/18/19 10:39 AM
Holder,116,4/18/19 10:39 AM
Holder,136,4/18/19 10:41 AM
Holder,126,4/18/19 10:42 AM
Witherspoon,217,4/18/19 10:43 AM
Buyers,033,4/18/19 10:48 AM
Holder,067,4/18/19 10:54 AM
Holder,046,4/18/19 10:58 AM
Witherspoon,416,4/18/19 11:04 AM
Witherspoon,201,4/18/19 11:07 AM
Holder,057,4/18/19 11:07 AM
Buyers,034,4/18/19 11:07 AM
Buyers,B21,4/18/19 11:08 AM
Witherspoon,014,4/18/19 11:09 AM
Holder,085,4/18/19 11:11 AM
Witherspoon,321,4/18/19 11:11 AM
Witherspoon,216,4/18/19 11:12 AM
Holder,047,4/18/19 11:12 AM
Witherspoon,215,4/18/19 11:12 AM
Witherspoon,312,4/18/19 11:12 AM
Witherspoon,316,4/18/19 11:14 AM
Blair,301,4/18/19 11:16 AM
Holder,097,4/18/19 11:23 AM
Holder,061,4/18/19 11:30 AM
Witherspoon,210,4/18/19 11:32 AM
Holder,066,4/18/19 11:33 AM
Holder,095,4/18/19 11:37 AM
Witherspoon,510,4/18/19 11:37 AM
Campbell,003C,4/18/19 11:39 AM
Witherspoon,306,4/18/19 11:41 AM
Witherspoon,206,4/18/19 11:41 AM
Witherspoon,117,4/18/19 11:45 AM
Witherspoon,205,4/18/19 11:45 AM
Witherspoon,012,4/18/19 11:46 AM
Witherspoon,214,4/18/19 11:47 AM
Holder,078,4/18/19 11:47 AM
Buyers,B13,4/18/19 11:49 AM
Witherspoon,208,4/18/19 11:49 AM
Holder,086,4/18/19 11:50 AM
Witherspoon,505,4/18/19 11:55 AM
Witherspoon,211,4/18/19 11:55 AM
Witherspoon,203,4/18/19 11:57 AM
Buyers,B23,4/18/19 11:58 AM
Campbell,003B,4/18/19 11:58 AM
Buyers,B22,4/18/19 11:58 AM
Campbell,003A,4/18/19 12:00 PM
Witherspoon,303,4/18/19 12:03 PM
Witherspoon,509,4/18/19 12:06 PM
Campbell,014,4/18/19 12:13 PM
Witherspoon,501,4/18/19 12:14 PM
Campbell,022,4/18/19 12:17 PM
Holder,096,4/18/19 12:22 PM
Holder,063,4/18/19 12:24 PM
Holder,107,4/18/19 12:30 PM
Buyers,T02,4/18/19 12:36 PM
Holder,081,4/18/19 12:40 PM
Holder,092,4/18/19 12:44 PM
Holder,073,4/18/19 12:51 PM
Holder,041,4/18/19 12:52 PM
Buyers,017,4/18/19 12:59 PM
Holder,037,4/18/19 1:14 PM
Holder,122,4/18/19 1:17 PM
Holder,026,4/18/19 1:18 PM
Holder,042,4/18/19 1:20 PM
Holder,143,4/18/19 1:29 PM
Holder,094,4/18/19 1:33 PM
Holder,062,4/18/19 1:36 PM
Holder,124,4/18/19 1:37 PM
Campbell,024,4/18/19 1:40 PM
Buyers,016,4/18/19 1:42 PM
Holder,123,4/18/19 1:44 PM
Witherspoon,209,4/18/19 1:45 PM
Witherspoon,504,4/18/19 1:54 PM
Witherspoon,204,4/18/19 2:08 PM
Holder,093,4/18/19 2:23 PM
Holder,043,4/18/19 2:36 PM
Campbell,026,4/18/19 2:41 PM
Buyers,B31,4/18/19 3:34 PM
Holder,135,4/18/19 10:45 PM
Bloomberg,193,4/19/19 10:06 AM
Bloomberg,376,4/19/19 10:11 AM
Bloomberg,374,4/19/19 10:11 AM
Bloomberg,373,4/19/19 10:17 AM
Yoseloff,A113,4/19/19 10:26 AM
Bloomberg,121,4/19/19 10:26 AM
Yoseloff,A213,4/19/19 10:28 AM
Bloomberg,323,4/19/19 10:30 AM
Bloomberg,132,4/19/19 10:33 AM
Bloomberg,177,4/19/19 10:40 AM
Bloomberg,181,4/19/19 10:45 AM
Bloomberg,329,4/19/19 10:47 AM
Bloomberg,341,4/19/19 10:48 AM
Bloomberg,325,4/19/19 10:48 AM
Bloomberg,454,4/19/19 10:51 AM
Bloomberg,458,4/19/19 10:51 AM
Bloomberg,140,4/19/19 10:52 AM
Bloomberg,423,4/19/19 10:52 AM
Bloomberg,410,4/19/19 10:52 AM
Bloomberg,182,4/19/19 10:57 AM
Bloomberg,371,4/19/19 11:05 AM
Bloomberg,367,4/19/19 11:06 AM
Bloomberg,471,4/19/19 11:08 AM
Bloomberg,476,4/19/19 11:08 AM
1976,D312,4/19/19 11:11 AM
Bloomberg,478,4/19/19 11:12 AM
Bloomberg,175,4/19/19 11:13 AM
1915,411,4/19/19 11:16 AM
1915,422,4/19/19 11:16 AM
1976,D106,4/19/19 11:23 AM
Bloomberg,191,4/19/19 11:24 AM
Yoseloff,A202,4/19/19 11:25 AM
1976,D212,4/19/19 11:30 AM
1976,D210,4/19/19 11:31 AM
1976,D112,4/19/19 11:33 AM
Bogle,C202,4/19/19 11:35 AM
1915,412,4/19/19 11:52 AM
Yoseloff,A203,4/19/19 11:52 AM
1967,B204,4/19/19 11:54 AM
Yoseloff,A208,4/19/19 11:54 AM
Bloomberg,473,4/19/19 11:56 AM
1915,425,4/19/19 11:58 AM
1915,524,4/19/19 11:59 AM
1915,615,4/19/19 11:59 AM
1967,B313,4/19/19 12:06 PM
Wilf,E202,4/19/19 12:09 PM
1976,D306,4/19/19 12:17 PM
1967,B214,4/19/19 12:17 PM
Wilf,E205,4/19/19 12:28 PM
Wilf,E302,4/19/19 12:32 PM
1915,415,4/19/19 12:36 PM
Wilf,E305,4/19/19 12:36 PM
1967,B304,4/19/19 12:52 PM
1915,624,4/19/19 12:59 PM
1967,B202,4/19/19 1:04 PM
1915,421,4/19/19 1:09 PM
1915,614,4/19/19 1:20 PM
1967,B212,4/19/19 1:24 PM
1967,B211,4/19/19 1:30 PM
1967,B213,4/19/19 1:40 PM
1915,414,4/19/19 1:47 PM
1915,511,4/19/19 2:00 PM
1915,514,4/19/19 2:01 PM
1915,413,4/19/19 2:15 PM
1915,621,4/19/19 2:20 PM
1915,522,4/19/19 2:28 PM
1915,424,4/19/19 2:34 PM
1915,521,4/19/19 2:34 PM
1915,423,4/19/19 2:43 PM
